video_name,collector_name,material,full_path,duration,download_link
2022-10-27_10-52-11-2970_cellar+door.MOV,Dilshod Ochilov,cellar_door,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-52-11-2970_cellar+door.MOV,1.54,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-52-11-2970_cellar+door.mp4
2022-10-27_10-29-09-9300_Concrete.MOV,Dilshod Ochilov,concrete,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-29-09-9300_Concrete.MOV,33.04,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-29-09-9300_Concrete.mp4
2022-10-27_10-38-41-8530_Asphalt.MOV,Dilshod Ochilov,asphalt,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-38-41-8530_Asphalt.MOV,7.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-38-41-8530_Asphalt.mp4
2022-10-27_10-26-20-3290_Dirt.MOV,Dilshod Ochilov,dirt,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-26-20-3290_Dirt.MOV,32.8,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-26-20-3290_Dirt.mp4
2022-10-27_10-20-22-4230_Manhole.MOV,Dilshod Ochilov,manhole,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-20-22-4230_Manhole.MOV,32.77,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-20-22-4230_Manhole.mp4
2022-10-27_10-49-21-2190_Subway+grate.MOV,Dilshod Ochilov,subway_grate,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-49-21-2190_Subway+grate.MOV,33.42,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-49-21-2190_Subway+grate.mp4
2022-10-27_10-52-18-9720_cellar+door.MOV,Dilshod Ochilov,cellar_door,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-52-18-9720_cellar+door.MOV,31.46,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-52-18-9720_cellar+door.mp4
2022-10-27_10-01-59-3450_Subway+grate.MOV,Dilshod Ochilov,subway_grate,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-01-59-3450_Subway+grate.MOV,31.14,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-01-59-3450_Subway+grate.mp4
2022-10-27_10-53-59-2000_Concrete.MOV,Dilshod Ochilov,concrete,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-53-59-2000_Concrete.MOV,31.94,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-53-59-2000_Concrete.mp4
2022-10-27_10-32-27-8440_Subway+grate.MOV,Dilshod Ochilov,subway_grate,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-32-27-8440_Subway+grate.MOV,31.87,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-32-27-8440_Subway+grate.mp4
2022-10-27_11-00-31-4350_Subway+grate.MOV,Dilshod Ochilov,subway_grate,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_11-00-31-4350_Subway+grate.MOV,32.24,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_11-00-31-4350_Subway+grate.mp4
2022-10-27_10-59-25-7660_Metal.MOV,Dilshod Ochilov,metal,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-59-25-7660_Metal.MOV,32.17,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-59-25-7660_Metal.mp4
2022-10-27_10-43-08-9970_concret+tactile.MOV,Dilshod Ochilov,concret_tactile,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-43-08-9970_concret+tactile.MOV,39.04,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-43-08-9970_concret+tactile.mp4
2022-10-27_10-41-01-3170_Manhole.MOV,Dilshod Ochilov,manhole,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-41-01-3170_Manhole.MOV,33.8,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-41-01-3170_Manhole.mp4
2022-10-27_10-51-11-6310_cellar+door.MOV,Dilshod Ochilov,cellar_door,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-51-11-6310_cellar+door.MOV,33.88,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-51-11-6310_cellar+door.mp4
2022-10-27_10-44-23-5800_Asphalt.MOV,Dilshod Ochilov,asphalt,10_3_2023_all_data/data/user_data/Dilshod Ochilov/2022-10-27_10-44-23-5800_Asphalt.MOV,32.44,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-27_10-44-23-5800_Asphalt.mp4
2022-11-15_15-56-59-0430_Concrete.MOV,Dilshod Ochilov2,concrete,10_3_2023_all_data/data/user_data/Dilshod Ochilov2/2022-11-15_15-56-59-0430_Concrete.MOV,31.47,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-15_15-56-59-0430_Concrete.mp4
0_2023-04-04_15-43-41-1110_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-43-41-1110_Subway+grate.MOV,50.27,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-43-41-1110_Subway+grate.mp4
0_2023-03-23_15-38-19-4410_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-38-19-4410_Brick.MOV,42.3,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-38-19-4410_Brick.mp4
0_2023-04-04_16-27-22-1410_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-27-22-1410_Dirt.MOV,42.47,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-27-22-1410_Dirt.mp4
0_2023-04-04_17-01-35-6780_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_17-01-35-6780_Subway+grate.MOV,41.79,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_17-01-35-6780_Subway+grate.mp4
0_2023-03-23_15-18-36-5690_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-18-36-5690_Subway+grate.MOV,42.64,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-18-36-5690_Subway+grate.mp4
0_2023-04-04_16-34-04-8540_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-34-04-8540_Dirt.MOV,41.7,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-34-04-8540_Dirt.mp4
0_2023-04-04_15-04-45-8150_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-04-45-8150_Subway+grate.MOV,41.41,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-04-45-8150_Subway+grate.mp4
0_2023-04-04_16-19-38-2570_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-19-38-2570_Brick.MOV,41.47,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-19-38-2570_Brick.mp4
0_2023-04-04_16-50-47-1560_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-50-47-1560_Cellar+door.MOV,41.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-50-47-1560_Cellar+door.mp4
0_2023-03-23_15-01-37-8330_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-01-37-8330_Metal.MOV,42.44,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-01-37-8330_Metal.mp4
0_2023-03-23_16-57-27-5020_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_16-57-27-5020_Metal.MOV,42.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_16-57-27-5020_Metal.mp4
0_2023-04-04_16-37-06-0120_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-37-06-0120_Dirt.MOV,42.24,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-37-06-0120_Dirt.mp4
0_2023-04-04_15-54-02-2260_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-54-02-2260_Brick.MOV,41.84,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-54-02-2260_Brick.mp4
0_2023-03-23_15-56-56-3980_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-56-56-3980_Cellar+door.MOV,41.54,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-56-56-3980_Cellar+door.mp4
0_2023-04-04_16-01-10-0130_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-01-10-0130_Cellar+door.MOV,41.34,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-01-10-0130_Cellar+door.mp4
0_2023-04-04_15-42-17-5170_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-42-17-5170_Cellar+door.MOV,41.3,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-42-17-5170_Cellar+door.mp4
0_2023-04-04_16-16-47-2950_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-16-47-2950_Dirt.MOV,41.54,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-16-47-2950_Dirt.mp4
0_2023-03-23_15-03-04-8880_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-03-04-8880_Subway+grate.MOV,42.47,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-03-04-8880_Subway+grate.mp4
0_2023-03-23_15-23-38-7490_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-23-38-7490_Cellar+door.MOV,41.51,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-23-38-7490_Cellar+door.mp4
0_2023-03-23_15-10-10-6110_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-10-10-6110_Dirt.MOV,41.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-10-10-6110_Dirt.mp4
0_2023-03-23_15-53-15-4940_Asphalt.MOV,junha.kim,asphalt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-53-15-4940_Asphalt.MOV,40.94,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-53-15-4940_Asphalt.mp4
0_2023-04-04_15-44-47-7190_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-44-47-7190_Subway+grate.MOV,41.3,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-44-47-7190_Subway+grate.mp4
0_2023-04-04_15-26-54-8910_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-26-54-8910_Cellar+door.MOV,42.54,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-26-54-8910_Cellar+door.mp4
0_2023-04-04_15-47-45-9440_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-47-45-9440_Dirt.MOV,41.84,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-47-45-9440_Dirt.mp4
0_2023-04-04_17-05-58-2010_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_17-05-58-2010_Metal.MOV,41.44,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_17-05-58-2010_Metal.mp4
0_2023-03-23_16-59-26-2710_Grass.MOV,junha.kim,grass,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_16-59-26-2710_Grass.MOV,42.61,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_16-59-26-2710_Grass.mp4
0_2023-04-04_16-11-40-5490_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-11-40-5490_Dirt.MOV,41.34,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-11-40-5490_Dirt.mp4
0_2023-04-04_15-31-09-3800_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-31-09-3800_Subway+grate.MOV,42.14,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-31-09-3800_Subway+grate.mp4
0_2023-03-23_15-14-47-6300_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-14-47-6300_Dirt.MOV,42.01,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-14-47-6300_Dirt.mp4
0_2023-04-04_16-05-44-6800_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-05-44-6800_Brick.MOV,41.14,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-05-44-6800_Brick.mp4
0_2023-04-04_15-16-53-2430_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-16-53-2430_Brick.MOV,42.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-16-53-2430_Brick.mp4
0_2023-04-04_15-46-23-7510_Manhole.MOV,junha.kim,manhole,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-46-23-7510_Manhole.MOV,41.24,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-46-23-7510_Manhole.mp4
0_2023-03-23_15-08-32-8330_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-08-32-8330_Dirt.MOV,41.94,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-08-32-8330_Dirt.mp4
0_2023-04-04_16-17-42-7750_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-17-42-7750_Dirt.MOV,41.14,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-17-42-7750_Dirt.mp4
0_2023-04-04_16-33-04-1330_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-33-04-1330_Dirt.MOV,42.01,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-33-04-1330_Dirt.mp4
0_2023-04-04_16-00-05-7500_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-00-05-7500_Cellar+door.MOV,41.44,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-00-05-7500_Cellar+door.mp4
0_2023-03-23_15-12-36-5910_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-12-36-5910_Dirt.MOV,41.14,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-12-36-5910_Dirt.mp4
0_2023-04-04_16-09-14-2630_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-09-14-2630_Metal.MOV,41.0,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-09-14-2630_Metal.mp4
0_2023-04-04_15-33-07-1240_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-33-07-1240_Subway+grate.MOV,42.14,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-33-07-1240_Subway+grate.mp4
0_2023-04-04_15-23-47-5010_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-23-47-5010_Metal.MOV,42.5,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-23-47-5010_Metal.mp4
0_2023-04-04_16-10-28-1640_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-10-28-1640_Dirt.MOV,42.07,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-10-28-1640_Dirt.mp4
0_2023-03-23_15-30-39-7030_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-30-39-7030_Subway+grate.MOV,41.47,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-30-39-7030_Subway+grate.mp4
0_2023-04-04_16-04-43-0520_Tactile.MOV,junha.kim,tactile,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-04-43-0520_Tactile.MOV,41.34,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-04-43-0520_Tactile.mp4
0_2023-03-23_15-35-15-2110_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-35-15-2110_Metal.MOV,41.6,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-35-15-2110_Metal.mp4
0_2023-04-04_16-41-37-5050_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-41-37-5050_Cellar+door.MOV,41.44,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-41-37-5050_Cellar+door.mp4
0_2023-03-23_14-51-05-6540_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_14-51-05-6540_Metal.MOV,45.67,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_14-51-05-6540_Metal.mp4
0_2023-04-04_15-52-41-8790_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-52-41-8790_Cellar+door.MOV,41.1,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-52-41-8790_Cellar+door.mp4
0_2023-04-04_15-14-05-7530_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-14-05-7530_Metal.MOV,42.27,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-14-05-7530_Metal.mp4
0_2023-04-04_15-25-14-4560_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-25-14-4560_Subway+grate.MOV,42.3,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-25-14-4560_Subway+grate.mp4
0_2023-04-04_16-49-37-2330_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-49-37-2330_Metal.MOV,50.51,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-49-37-2330_Metal.mp4
0_2023-04-04_16-15-49-9690_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-15-49-9690_Dirt.MOV,42.17,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-15-49-9690_Dirt.mp4
0_2023-04-04_16-12-33-9880_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-12-33-9880_Dirt.MOV,41.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-12-33-9880_Dirt.mp4
0_2023-04-04_15-13-05-7590_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-13-05-7590_Metal.MOV,42.2,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-13-05-7590_Metal.mp4
0_2023-04-04_16-47-30-5330_Asphalt.MOV,junha.kim,asphalt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-47-30-5330_Asphalt.MOV,41.6,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-47-30-5330_Asphalt.mp4
0_2023-03-23_15-25-13-1750_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-25-13-1750_Subway+grate.MOV,42.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-25-13-1750_Subway+grate.mp4
0_2023-03-23_16-56-18-5270_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_16-56-18-5270_Metal.MOV,42.62,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_16-56-18-5270_Metal.mp4
0_2023-04-04_16-29-56-9510_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-29-56-9510_Dirt.MOV,42.54,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-29-56-9510_Dirt.mp4
0_2023-03-23_15-59-38-8970_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-59-38-8970_Cellar+door.MOV,41.27,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-59-38-8970_Cellar+door.mp4
0_2023-04-04_16-21-43-5240_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-21-43-5240_Brick.MOV,42.24,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-21-43-5240_Brick.mp4
0_2023-04-04_15-07-21-3170_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-07-21-3170_Subway+grate.MOV,41.97,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-07-21-3170_Subway+grate.mp4
0_2023-03-23_15-39-49-2240_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-39-49-2240_Brick.MOV,41.94,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-39-49-2240_Brick.mp4
0_2023-04-04_16-36-07-2600_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-36-07-2600_Dirt.MOV,41.54,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-36-07-2600_Dirt.mp4
0_2023-04-04_15-49-13-2490_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-49-13-2490_Cellar+door.MOV,42.67,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-49-13-2490_Cellar+door.mp4
0_2023-04-04_15-19-06-5050_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-19-06-5050_Subway+grate.MOV,42.14,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-19-06-5050_Subway+grate.mp4
0_2023-03-23_15-28-27-8570_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_15-28-27-8570_Metal.MOV,42.3,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_15-28-27-8570_Metal.mp4
0_2023-03-23_17-01-50-8920_Grass.MOV,junha.kim,grass,10_3_2023_all_data/data/user_data/junha.kim/0_2023-03-23_17-01-50-8920_Grass.MOV,42.47,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-03-23_17-01-50-8920_Grass.mp4
0_2023-04-04_16-31-10-7190_Dirt.MOV,junha.kim,dirt,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-31-10-7190_Dirt.MOV,42.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-31-10-7190_Dirt.mp4
0_2023-04-04_16-46-30-2580_Cellar+door.MOV,junha.kim,cellar_door,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-46-30-2580_Cellar+door.MOV,41.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-46-30-2580_Cellar+door.mp4
0_2023-04-04_16-45-20-9180_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-45-20-9180_Metal.MOV,41.34,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-45-20-9180_Metal.mp4
0_2023-04-04_15-18-00-8490_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-18-00-8490_Metal.MOV,42.34,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-18-00-8490_Metal.mp4
0_2023-04-04_15-03-40-7560_Manhole.MOV,junha.kim,manhole,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_15-03-40-7560_Manhole.MOV,41.91,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_15-03-40-7560_Manhole.mp4
0_2023-04-04_16-56-29-0780_Subway+grate.MOV,junha.kim,subway_grate,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-56-29-0780_Subway+grate.MOV,40.94,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-56-29-0780_Subway+grate.mp4
0_2023-04-04_16-55-22-7270_Metal.MOV,junha.kim,metal,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-55-22-7270_Metal.MOV,41.27,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-55-22-7270_Metal.mp4
0_2023-04-04_16-40-31-3290_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-40-31-3290_Brick.MOV,42.27,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-40-31-3290_Brick.mp4
0_2023-04-04_16-43-30-3110_Brick.MOV,junha.kim,brick,10_3_2023_all_data/data/user_data/junha.kim/0_2023-04-04_16-43-30-3110_Brick.MOV,41.41,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-04-04_16-43-30-3110_Brick.mp4
